Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,CO_GasSensor,Ambient Light Level,Activity Level,MetalOxide_PCA,Time of Day_evening,Time of Day_morning,Time of Day_night,HVAC Operation Mode_eco_mode,HVAC Operation Mode_heating_active,HVAC Operation Mode_maintenance_mode,HVAC Operation Mode_off,HVAC Operation Mode_ventilation_only
20.71,51.39,111.75086821029196,595.8836325862457,1.0,3.0,0,0.09696763847263747,1,0,0,0,0,0,1,0
20.61,51.39,110.16131250130849,585.322336150139,1.0,2.0,1,0.0028958563024223858,1,0,0,0,0,0,0,0
20.21,49.47,115.79949655813346,587.547244582637,1.0,3.0,1,0.18928012207641043,1,0,0,0,0,0,0,1
20.21,49.16,114.16225660921864,591.9225849468654,1.0,2.0,2,0.45797463086825974,1,0,0,1,0,0,0,0
29.580000000000005,51.39,117.46512329532898,586.6138247602419,1.0,,0,0.7449947051951232,1,0,0,0,0,1,0,0
20.16,49.11,116.37192612556908,585.1184422010332,1.0,3.0,1,0.19280718247354614,1,0,0,0,0,0,0,0
20.15,51.39,166.66874426012515,583.8049314774407,1.0,3.0,0,0.21023107408361147,1,0,0,0,0,0,0,0
22.2,54.12,130.23217518307615,565.4386796005431,2.0,,0,-2.452232487491952,0,0,1,0,1,0,0,0
19.76,55.62,121.90573336996388,560.9724905993048,1.0,,1,0.07983387160937307,0,1,0,1,0,0,0,0
18.81,51.39,98.75523640633456,558.6398484159083,1.0,2.0,1,0.6131520737417252,0,0,0,0,0,0,1,0
19.96,48.84,114.33671215244044,590.9057431750233,1.0,2.0,0,0.8550523872576109,0,0,1,0,0,1,0,0
12.539999999999997,45.44,87.69591085535056,620.2802367856265,0.0,3.0,1,2.8669616412520997,0,1,0,0,0,0,1,0
15.62,46.32,84.19196692475302,594.9165773352989,1.0,2.0,0,2.9118458340369604,0,0,0,1,0,0,0,0
21.37,57.11,131.60080996730318,551.6990825219648,2.0,3.0,0,-2.435491395255577,0,0,1,0,1,0,0,0
19.29,53.75,88.36769709095564,581.8908528025125,1.0,2.0,1,0.18631813163314281,0,0,0,0,0,1,0,0
19.48,49.65,54.38711065196236,588.5489768483429,1.0,,2,0.8605751310078658,0,0,1,0,0,0,0,1
20.09,50.8,101.44592278086232,585.1285663616646,2.0,2.0,0,-1.7889467920672872,0,0,0,0,1,0,0,0
18.25,53.94,113.68189136970088,598.1123183487398,1.0,2.0,1,1.365710575139225,0,0,0,0,1,0,0,0
19.37,49.89,122.39348402330693,591.250579309995,1.0,2.0,1,-0.3778438643361267,0,0,1,0,1,0,0,0
29.580000000000005,53.28,120.53838668089055,597.2373273636252,0.0,3.0,1,1.6012830628570816,0,0,1,0,0,0,0,1
19.16,50.25,118.71536325097088,587.0235184755907,1.0,,1,0.7910018206031942,0,0,1,0,0,0,0,1
19.02,51.66,54.38711065196236,592.3334172744231,0.0,2.0,1,-0.6258550844285092,0,0,0,0,0,0,0,1
18.66,56.55,128.61163548399338,572.9538356835432,2.0,,0,-0.4121583830823451,0,1,0,1,0,0,0,0
20.3,56.58,113.0625772677522,596.8074455174125,3.0,,0,-0.32167883665600855,0,0,1,0,1,0,0,0
19.04,50.42,124.35941762615556,588.7192843942447,1.0,2.0,0,1.0470187978733578,0,0,1,0,1,0,0,0
21.52,47.3,90.90135589490592,616.6675893630438,1.0,3.0,1,0.9227609855377081,0,0,0,0,0,0,0,1
18.85,50.84,124.74387483741994,590.9567214386919,1.0,3.0,0,1.0251976601904738,0,0,1,0,1,0,0,0
18.86,50.87,126.2023183121961,590.7799502557083,1.0,,2,1.232471655675705,0,0,1,0,1,0,0,0
18.87,50.83,120.12643745921672,582.3413617309217,1.0,3.0,0,1.3164545067098345,0,0,1,0,0,0,0,0
18.82,50.92,122.2243541921029,587.8882945454368,1.0,3.0,1,1.3027367967796897,0,0,1,0,0,1,0,0
19.0,51.23,54.38711065196236,566.1181250807196,1.0,3.0,0,1.4397919291291157,0,0,0,0,0,0,1,0
21.68,52.09,103.22161530710808,606.9676488063321,1.0,2.0,0,0.3915331884005947,0,0,0,0,0,0,0,1
18.7,51.08,125.0684009788136,591.1895802573973,1.0,,2,1.2280833834876776,0,0,1,0,1,0,0,0
18.81,51.39,130.58023635581966,591.7206088208957,1.0,,1,1.5298430240621095,0,0,1,0,0,0,1,0
18.71,50.99,122.23165145295134,592.5317472819727,1.0,3.0,0,1.2993475906580272,0,0,1,0,1,0,0,0
20.71,51.72,102.97479823230148,549.7932523793495,1.0,2.0,1,1.0911135683056943,0,0,1,0,1,0,0,0
29.580000000000005,43.86,62.24087364749529,614.0058878194569,0.0,3.0,0,2.374966819881389,0,1,0,0,1,0,0,0
18.62,51.04,123.90908122031604,591.4866907876024,1.0,3.0,0,1.2751506979414302,0,0,1,0,0,1,0,0
18.61,51.14,117.99505705406465,589.3898010618615,1.0,3.0,1,1.45800497268653,0,0,1,0,0,0,0,0
19.27,53.82,54.38711065196236,584.5016215564649,1.0,3.0,1,-0.1671869708012025,0,0,0,0,1,0,0,0
16.85,42.73,86.43527291093278,604.4213991799427,1.0,3.0,1,1.006765252793674,0,1,0,0,0,1,0,0
18.46,51.35,129.10824978335813,589.3571281577708,1.0,2.0,1,1.4614799735928787,0,0,1,0,0,0,0,1
16.85,47.84,89.66460072199355,600.18227249794,1.0,,1,2.888806981474159,0,0,0,0,0,1,0,0
18.9,56.01,119.83543470781964,598.4310789006662,1.0,0.0,1,0.9883469787696706,0,1,0,0,0,0,0,1
18.14,52.12,119.48963786724454,587.519712894619,1.0,0.0,0,0.8627255708473354,0,0,1,0,1,0,0,0
20.36,45.5,98.84427877731598,596.6287814397378,1.0,2.0,2,0.7164213428254963,1,0,0,0,0,1,0,0
29.580000000000005,54.57,124.73772969198744,545.2320710726964,1.0,,0,-3.052919762516502,0,0,1,0,1,0,0,0
24.16,44.97,152.26024090525985,571.5211014505594,1.0,2.0,0,-1.315570527345664,1,0,0,1,0,0,0,0
18.19,51.76,124.48349632732145,589.120930712551,1.0,3.0,0,1.416313818499839,0,0,1,0,0,0,1,0
18.04,52.06,118.78558933105468,589.8424895065344,1.0,2.0,2,0.743285913224749,0,0,1,0,0,0,0,0
20.07,50.95,121.0678360084429,586.2708733256441,2.0,1.0,2,-1.7600014678315683,1,0,0,0,0,0,1,0
20.88,51.39,104.01039130989584,554.8826581514456,1.0,1.0,0,0.7183279691636711,0,0,1,0,0,0,1,0
23.75,53.86,129.1927541903363,550.5905524663403,2.0,3.0,0,-1.8511418626085476,1,0,0,0,0,1,0,0
18.06,52.03,118.81100681950754,588.0763422080515,0.0,2.0,1,1.6538297255270684,0,0,1,0,0,1,0,0
17.97,52.2,124.2150996464662,583.0863315268983,0.0,2.0,0,1.560324230190031,0,0,1,0,0,0,0,0
18.01,52.21,124.13142951082558,589.1634588500467,0.0,,1,1.5354508490136938,0,0,1,0,0,0,1,0
17.06,49.31,54.38711065196236,587.2448962674105,2.0,2.0,1,1.2135377267399436,0,0,1,0,1,0,0,0
29.580000000000005,51.39,122.91079197631124,585.9592955393503,0.0,2.0,0,1.5149833786268725,0,0,1,0,0,0,0,0
17.79,51.39,121.75564577708896,587.1164549950831,0.0,,1,1.9929076673582165,0,0,1,0,0,0,0,0
22.12,51.39,115.42839655851448,583.3129180388657,1.0,1.0,0,-0.0690447960221594,0,0,0,0,0,0,0,0
17.81,54.78,134.55483342571074,588.9720811334768,1.0,,0,-0.021150784905416702,0,1,0,0,0,0,0,1
17.66,52.9,117.49785570302598,586.8470798036082,0.0,2.0,1,1.0728500245475556,0,0,1,0,0,1,0,0
17.53,51.39,126.7858543461568,591.8381065350427,0.0,3.0,1,1.0723167104561468,0,0,1,0,0,0,1,0
17.6,53.06,128.36719216106528,591.0236393152757,0.0,3.0,0,1.3072653034706618,0,0,1,1,0,0,0,0
16.28,51.39,114.39809672366594,583.6644716882738,1.0,,1,1.5109294701573686,0,1,0,0,1,0,0,0
20.41,55.71,130.05188459417943,557.6951481290149,2.0,2.0,0,-1.1205627029307312,0,1,0,0,0,0,0,1
19.93,59.02,130.00863997021182,548.3077030096372,1.0,,0,0.16514514655272486,0,1,0,0,0,1,0,0
19.89,51.39,54.38711065196236,554.622137181454,2.0,1.0,0,-1.0201183701352508,0,1,0,0,0,0,0,1
19.16,54.17,93.1888223405358,583.0961219131964,1.0,3.0,2,-0.17111220698432836,0,0,0,0,0,0,0,1
17.57,53.04,112.90877715211592,586.6091552394616,0.0,3.0,1,1.7361246920272884,0,0,1,0,0,0,0,1
19.17,51.39,125.99491450189906,588.4207579386414,1.0,,0,-0.39524908723525964,0,0,1,1,0,0,0,0
17.38,51.39,124.21146211367557,591.4439746752498,0.0,3.0,1,1.6158663716058508,0,0,1,0,0,1,0,0
23.93,59.812499999999986,107.97667095917444,580.6417790936366,2.0,1.0,0,-0.4794748644367717,1,0,0,0,0,0,1,0
17.4,51.39,118.14428766169448,591.1214415176554,0.0,2.0,0,0.362484596308994,0,0,1,0,0,0,0,0
22.07,54.53,119.25906646236444,547.2580552298814,1.0,2.0,0,-1.8014407333013291,0,0,1,0,1,0,0,0
20.42,51.26,133.76306314102914,584.221574944074,1.0,2.0,1,-0.9554482992748415,1,0,0,1,0,0,0,0
17.3,53.58,121.06232155850734,585.5738885562236,0.0,1.0,0,1.8930346205227577,0,0,1,0,0,0,1,0
19.53,50.64,101.2073036835998,555.878228203877,1.0,3.0,1,1.3696464851748267,0,0,0,0,0,1,0,0
21.12,52.68,128.26491639743907,563.9996849754382,3.0,3.0,0,-3.129050259212034,0,0,1,0,0,1,0,0
20.1,47.11,76.24614015238149,618.4304845779783,1.0,2.0,1,3.4240106280572156,0,0,0,0,0,1,0,0
29.580000000000005,51.39,104.92645536755748,587.8775145188807,1.0,0.0,0,0.44945764123033805,0,1,0,1,0,0,0,0
19.53,52.36,105.56236936159236,552.7605972032483,1.0,2.0,1,1.6107161720700967,0,1,0,0,0,1,0,0
17.15,53.75,124.23180365361654,586.5017192722765,0.0,,2,2.0325690432242043,0,1,0,0,0,0,0,1
19.3,59.812499999999986,92.38734537868451,586.5477312316337,1.0,2.0,1,0.04489645188141007,0,0,0,1,0,0,0,0
16.96,51.39,126.92653081571908,589.1919959501455,1.0,3.0,2,1.8637025171771124,0,1,0,0,1,0,0,0
29.580000000000005,55.13,114.98749816122046,559.1809807062679,1.0,3.0,2,-0.9718644219891938,0,1,0,1,0,0,0,0
17.01,51.39,121.1883973511769,593.1927313955422,1.0,3.0,0,2.0054904577633987,0,1,0,1,0,0,0,0
20.09,56.44,125.3488334941757,550.1202819293763,2.0,2.0,0,-1.4616344728025588,0,1,0,0,0,1,0,0
16.98,54.11,117.87084702854617,590.2575585128682,0.0,,2,1.8949503649411181,0,1,0,0,1,0,0,0
18.98,52.92,114.53068579147336,580.8213661145894,1.0,,1,0.44554769551847473,0,1,0,0,0,0,1,0
29.580000000000005,50.77,146.40354315347335,565.889296953263,1.0,1.0,0,-2.9251137185561586,1,0,0,0,0,0,0,0
16.96,54.09,122.8507939301231,593.5301864042046,0.0,,1,2.1937831278157254,0,1,0,0,0,0,1,0
16.97,53.95,166.66874426012515,589.5101907971036,0.0,2.0,0,2.3179197271930527,0,1,0,0,0,0,0,1
20.87,46.06,118.56330055810952,591.8658289672481,1.0,1.0,1,-0.3966458457429473,0,0,0,1,0,0,0,0
20.72,55.74,166.66874426012515,559.3122123924825,1.0,3.0,0,0.5001766084784,0,0,0,0,0,0,0,0
19.7,55.86,119.93521976095732,552.85580323546,1.0,3.0,1,0.6104870059403947,0,1,0,0,0,0,0,0
16.84,54.23,121.58933249400552,589.0978357061906,0.0,2.0,0,2.284171188375557,0,1,0,1,0,0,0,0
16.83,54.24,123.06861647359952,591.1945277526337,0.0,3.0,2,2.1127657446470054,0,1,0,0,0,0,0,1
16.85,54.19,121.27424735664664,589.453072057924,0.0,3.0,0,2.2060386483433216,0,1,0,0,0,0,1,0
29.580000000000005,54.3,121.39948087638936,591.5201441122014,0.0,2.0,1,2.217730441857167,0,1,0,1,0,0,0,0
20.37,53.02,86.83515246280712,602.2377049007927,1.0,3.0,0,-0.07191036307838317,0,0,1,0,0,1,0,0
16.79,54.21,116.2856084716138,590.9213843944783,0.0,,0,2.2025324991510185,0,1,0,0,0,0,0,0
29.580000000000005,48.88,114.51130785463472,582.8405932599051,2.0,2.0,0,-1.063179634086504,1,0,0,0,0,0,1,0
16.66,54.55,121.0563775000183,590.9152764938748,0.0,2.0,0,1.3211672187915473,0,1,0,0,0,0,0,1
29.580000000000005,51.39,122.62432136458608,585.9733058524482,0.0,2.0,1,2.3335283521268413,0,1,0,0,0,1,0,0
16.69,51.39,118.2620079681304,590.8700431017865,0.0,1.0,1,2.0806600701297047,0,1,0,0,0,0,0,1
16.68,54.43,119.43537194469788,594.0172220418785,0.0,3.0,0,1.6346045581020905,0,1,0,0,0,0,0,1
21.53,53.63,124.70540139930642,550.2229383739179,2.0,,0,-1.5119025516689544,0,0,1,0,0,1,0,0
16.54,51.39,102.10834626555165,596.0566431775459,0.0,3.0,0,-1.0298255828928156,0,1,0,0,0,0,0,0
29.580000000000005,51.39,85.25046181652826,602.9330049224404,0.0,2.0,2,0.251415714415411,0,1,0,1,0,0,0,0
19.17,55.52,99.27873760851026,611.2927512009995,1.0,3.0,2,1.398194598231919,0,0,0,0,0,0,0,0
15.99,51.39,75.61328513488766,615.760906920774,0.0,3.0,1,2.7790371208498423,0,1,0,0,1,0,0,0
16.03,45.43,166.66874426012515,610.0225717900684,0.0,,0,3.4192977525626658,0,1,0,1,0,0,0,0
22.94,52.0,108.9230137996733,548.1802257200363,1.0,3.0,0,-0.01797718964472823,0,0,0,1,0,0,0,0
19.93,49.51,108.57679910885432,591.4856585367436,2.0,3.0,0,-3.2165864167883007,0,0,1,0,0,0,1,0
16.37,51.39,65.67341180131575,620.4277316004984,0.0,3.0,0,4.079452191531338,0,1,0,0,1,0,0,0
16.14,43.99,66.05912209825745,617.9517591379251,0.0,3.0,1,4.1220179787264195,0,1,0,0,0,0,1,0
29.580000000000005,48.62,110.96888932908207,578.9845120598935,1.0,1.0,0,-1.0377354325067276,1,0,0,0,0,0,0,1
16.04,44.18,63.983504796793405,616.5343232699071,0.0,2.0,1,4.394579750896208,0,1,0,0,0,0,0,0
18.05,51.01,112.41064363719,597.4842593659454,1.0,3.0,2,-0.23886246416670878,0,1,0,0,0,1,0,0
19.15,52.82,112.53633114879312,555.5694463530152,1.0,0.0,1,-0.15157675087071837,0,1,0,0,0,1,0,0
16.15,43.95,62.70410068388269,621.6664157114387,0.0,,1,4.318284354047661,0,1,0,0,0,0,1,0
18.79,45.52,74.23274867363038,618.1591890148464,0.0,1.0,1,1.905337589465379,0,1,0,0,0,0,0,1
16.43,44.99,166.66874426012515,618.4868041229263,0.0,,1,4.102166411960267,0,1,0,0,0,0,0,0
16.74,45.11,69.73053968283514,607.6455552648648,0.0,2.0,1,2.9169335283747526,0,1,0,0,0,0,0,1
17.02,45.02,72.8065686653414,615.660507570905,0.0,3.0,1,4.014877759453531,0,1,0,0,0,1,0,0
19.08,55.7,102.74579578870318,602.03634984476,1.0,,1,0.1589021451958454,0,1,0,0,0,1,0,0
17.36,45.82,79.60795252135763,608.8596284648197,1.0,3.0,0,3.795463452634514,0,1,0,0,0,0,0,0
19.77,51.09,113.349676601193,587.8113942493742,1.0,0.0,0,0.21012063475043813,0,0,1,1,0,0,0,0
17.02,47.39,81.06479916721047,608.9827059832899,0.0,2.0,1,3.303642180892044,0,1,0,0,0,0,1,0
29.580000000000005,47.71,72.708497508241,608.2858834785692,0.0,,0,2.3500542841903385,0,1,0,0,1,0,0,0
17.01,51.39,88.17645058319721,614.4292686779173,0.0,,0,3.6881876779458675,0,1,0,1,0,0,0,0
16.73,51.39,80.98184648481464,604.1447933204295,0.0,3.0,1,3.9070939322822063,0,1,0,0,1,0,0,0
19.19,53.34,128.93887213324098,590.1876075145896,1.0,3.0,0,0.09995924407289916,0,0,1,0,0,0,0,1
16.26,46.93,78.27913622257913,609.7285660245149,0.0,0.0,0,4.174564412801118,0,1,0,1,0,0,0,0
19.44,54.79,114.1690418932126,556.5718708339625,2.0,3.0,1,-0.8483623482283947,0,1,0,0,1,0,0,0
16.17,46.05,67.78739299749294,613.7838560616372,0.0,,1,4.197026829439571,0,1,0,0,0,1,0,0
16.2,51.39,72.30147113037603,617.5343271922828,0.0,3.0,0,1.224049585354373,0,1,0,1,0,0,0,0
29.32305452224436,50.11,100.74239866578682,578.7959607981421,2.0,3.0,1,1.1890044663235504,0,1,0,1,0,0,0,0
16.12,59.812499999999986,70.18477501785806,618.3780814046172,0.0,0.0,0,3.0292124156527067,0,1,0,0,0,0,1,0
29.580000000000005,45.35,64.10251088413179,616.6026191634613,0.0,3.0,0,4.05496529810301,0,1,0,0,0,0,1,0
16.19,44.78,68.09837486694103,619.3639844666936,0.0,2.0,0,4.041171093321853,0,1,0,0,0,0,1,0
16.21,51.39,62.61379657229355,618.087060645007,0.0,3.0,2,4.241592996288228,0,1,0,0,0,0,0,1
29.580000000000005,44.57,67.55113410006696,616.4147563761137,0.0,,0,4.147449183448996,0,1,0,0,1,0,0,0
22.58,51.88,109.4387732975161,558.9029368299322,3.0,0.0,0,-2.5270418124222314,0,0,1,0,0,0,1,0
22.58,52.43,139.65917518541076,559.67276358999,3.0,3.0,0,-4.126643112849244,0,0,1,0,0,0,1,0
16.17,44.47,69.25887241125506,622.5701952057262,1.0,2.0,1,4.329090252245726,0,1,0,0,0,0,1,0
16.21,51.39,54.38711065196236,617.9097574640502,0.0,3.0,0,4.260844513770777,0,1,0,0,1,0,0,0
16.18,44.72,68.18709895523484,618.6799136424048,0.0,2.0,0,4.151054476621438,0,1,0,0,0,1,0,0
16.27,44.39,61.16556950651621,618.7345392437844,0.0,3.0,1,4.158714333388527,0,0,0,0,0,1,0,0
15.67,44.21,66.09833174287094,620.1113147584728,1.0,3.0,1,4.378016077800773,0,1,0,0,0,1,0,0
16.37,44.51,72.88383612067784,616.4922585560158,0.0,3.0,1,4.216977155482393,0,1,0,0,0,0,0,1
24.28,50.83,113.45123538049788,538.1840774451362,2.0,0.0,0,-1.9336695432219015,1,0,0,0,0,0,0,0
18.8,45.0,65.77805683524312,584.2654308037445,0.0,3.0,1,3.642258391033162,0,0,0,0,0,1,0,0
18.8,51.39,91.22126766434312,581.1145831751348,2.0,3.0,0,0.046588566322924733,0,1,0,0,0,0,1,0
22.3,51.47,114.56244901958708,575.1756221300512,1.0,2.0,0,-0.9780471806373224,0,0,1,0,0,0,0,1
16.42,45.88,69.8178126541332,618.079266088823,0.0,2.0,0,3.5041705458722205,0,0,0,0,0,0,1,0
29.580000000000005,43.62,73.59318086399675,615.9743391664598,0.0,1.0,1,3.157794408313698,0,0,0,0,0,0,0,0
17.82,44.95,71.80964696112201,616.1382807060223,1.0,,0,2.9289510821848332,0,0,0,0,0,0,0,1
25.3,46.87,114.7822693691075,581.5981732842631,1.0,3.0,0,-0.5042228926900675,1,0,0,0,0,0,0,0
18.36,45.36,74.32297723394545,604.2267152110857,0.0,2.0,1,2.109090271036649,0,0,0,0,0,1,0,0
18.59,44.93,76.65679763826141,615.2635731038732,0.0,3.0,1,2.368472573464264,0,0,0,0,1,0,0,0
18.86,51.39,77.63668868360568,612.5569790074394,0.0,3.0,1,2.0534122527786036,0,0,0,0,0,0,0,1
19.02,44.66,71.76922843669583,611.3555148811844,0.0,3.0,1,2.6928082990859443,0,0,0,0,1,0,0,0
19.26,44.64,54.38711065196236,609.5830370219587,0.0,0.0,0,2.803880558854074,0,0,0,1,0,0,0,0
19.51,59.812499999999986,79.80080345634028,611.8088969482143,0.0,2.0,1,2.7731807771305976,0,0,0,0,1,0,0,0
19.66,44.56,74.77131812990271,613.9907076856687,0.0,,1,2.9070106516755114,0,0,0,1,0,0,0,0
18.75,42.15250000000002,75.01154296602617,598.1374513348841,0.0,,0,3.2373234566430864,0,1,0,0,0,0,0,0
19.7,45.31,81.47323014397979,601.7636595989646,0.0,,1,2.197994472150666,0,0,0,0,0,0,0,0
21.22,53.98,138.48573525799404,562.9760476750936,2.0,3.0,0,-3.5961824508412237,0,0,1,1,0,0,0,0
29.580000000000005,46.11,107.06057035135896,596.0952216393074,1.0,2.0,0,0.7628688424145896,0,0,0,0,0,0,1,0
18.63,51.39,83.27955035928728,612.9977129933418,0.0,,1,1.7377970402333258,0,0,0,0,1,0,0,0
20.76,59.812499999999986,94.316827047501,593.7300269443145,1.0,,0,2.250352323470082,0,0,0,0,0,0,0,1
20.8,43.92,85.85712740765142,604.7251784406516,1.0,3.0,1,2.2122280254885367,0,0,0,0,0,1,0,0
20.36,58.58,124.2132258083228,554.4662902149216,1.0,,0,-0.023275795980824836,0,0,1,0,0,0,1,0
18.17,46.15,60.66467062258508,628.3745273934812,1.0,2.0,1,4.227577393187316,0,0,0,0,0,0,1,0
20.76,44.83,88.97169331688275,603.3961925416306,1.0,2.0,0,1.752521387700231,0,0,0,0,1,0,0,0
20.62,51.39,89.44614931352423,602.7157517127299,1.0,3.0,0,1.516509239031994,0,0,0,1,0,0,0,0
20.3,46.24,84.00113898603985,603.3690187614038,1.0,2.0,2,1.5305851696945583,0,0,0,0,0,0,1,0
20.46,46.0,94.4650798663814,598.6541600784133,1.0,2.0,1,1.6084984189271563,0,0,0,0,0,0,0,0
29.580000000000005,46.54,97.83383694828008,594.6024318881283,1.0,2.0,1,1.357972050447423,0,0,0,0,0,0,1,0
19.62,53.44,106.77190897611928,571.0631342531123,2.0,,0,-1.2228000669096581,0,0,0,0,0,0,0,1
21.24,46.58,132.61263330307327,581.2730821330641,2.0,,1,0.6699412533185489,0,0,0,1,0,0,0,0
18.49,50.49,71.97794906984508,594.7948052249644,0.0,1.0,0,2.677657154058509,0,0,0,0,0,1,0,0
21.46,45.71,115.04174456171604,586.986895185747,1.0,3.0,1,1.1624735030564821,0,0,0,0,1,0,0,0
29.580000000000005,51.39,77.5194158144205,595.2684532782064,1.0,3.0,1,1.9592116322485311,0,1,0,0,0,1,0,0
19.37,51.39,54.38711065196236,585.575735510665,0.0,3.0,2,1.1738863657565217,0,0,0,0,0,1,0,0
19.47,52.81,106.4721542940304,562.6412422132564,1.0,3.0,2,-0.041691140126506085,0,0,1,0,1,0,0,0
21.69,46.43,141.83409621362418,576.8795926143559,1.0,2.0,0,-1.3733416931874853,0,0,0,1,0,0,0,0
21.77,46.34,138.58684069546177,582.2250215519274,1.0,3.0,1,-1.3102802229696415,0,0,0,0,1,0,0,0
21.93,46.03,141.7763699293014,578.0335761503634,1.0,1.0,0,-1.1479195867186054,0,0,0,0,0,1,0,0
20.67,55.21,137.32977891544868,562.5336109553244,2.0,2.0,0,-3.51291197477203,0,0,1,0,0,1,0,0
15.61,51.39,59.63929352069958,612.949544408287,0.0,1.0,1,3.3013081665149118,0,1,0,0,0,1,0,0
21.61,47.26,155.17417410607348,573.4406610469862,1.0,3.0,0,-1.117835614028665,0,0,0,0,0,0,0,1
21.62,47.48,160.50134572545363,572.1112929193166,1.0,1.0,0,-1.314621677894508,0,0,0,1,0,0,0,0
21.59,51.39,166.66874426012515,565.5871166442923,1.0,3.0,0,-1.1832040530322212,0,0,0,1,0,0,0,0
21.75,47.67,166.66874426012515,571.0086618692288,1.0,,1,-1.0433025012189667,0,0,0,0,0,0,1,0
23.34,51.42,110.32446343890544,555.6271379191685,1.0,3.0,0,-0.05068279747771925,0,0,0,0,0,0,1,0
19.12,53.98,110.06163815067508,576.4164106348142,1.0,3.0,1,0.3048999669929096,0,0,0,0,0,0,0,0
22.07,53.73,166.66874426012515,554.7971781360359,2.0,0.0,0,-4.059189244527364,0,0,0,1,0,0,0,0
22.21,48.58,166.66874426012515,569.3895854789154,1.0,2.0,0,-2.317609856410949,0,0,0,0,0,0,0,0
18.04,51.39,127.40310037019763,592.4212761080539,1.0,1.0,2,0.5323789587812334,0,1,0,1,0,0,0,0
22.6,46.68,166.66874426012515,571.1941749612255,2.0,2.0,0,-1.7968276655832343,0,0,0,0,1,0,0,0
19.63,57.69,113.66222471681516,550.412563039846,2.0,3.0,0,-0.6870210836237349,0,1,0,0,0,0,0,0
16.57,45.73,61.30704190665224,611.8171141187609,1.0,3.0,1,4.28030323558001,0,0,0,1,0,0,0,0
19.89,51.39,166.66874426012515,619.6278483060614,1.0,1.0,2,0.28064855731306515,0,0,0,0,0,1,0,0
29.580000000000005,51.39,166.66874426012515,574.0884879109569,2.0,0.0,0,-1.2495598592818966,0,0,0,0,0,0,0,0
22.63,45.87,166.66874426012515,570.7765565534793,1.0,2.0,0,-1.4426731023370352,0,0,0,0,1,0,0,0
21.82,47.65,166.66874426012515,571.7852551856593,2.0,0.0,0,-1.2552186262139549,0,0,0,0,0,0,0,1
22.14,47.16,162.84779615583034,574.258362073329,1.0,2.0,0,-0.8765580215725093,0,0,0,0,0,0,0,0
21.62,52.54,125.38260691708471,547.0297755055207,3.5,3.0,0,-3.677834566466555,0,0,1,0,0,0,0,0
17.72,51.39,69.47103558508475,567.6492995216609,0.0,,1,4.139462697593047,0,0,0,0,1,0,0,0
19.13,51.39,116.0786424295856,597.3594599692307,1.0,3.0,1,0.2570165309188982,0,0,1,0,0,1,0,0
21.71,48.67,152.46863588831812,576.5161547833311,2.0,2.0,0,-1.7754216197517756,0,0,0,0,0,0,1,0
29.580000000000005,48.97,154.7377860044638,577.1698607531141,2.0,3.0,0,-1.3861784473336873,0,0,0,0,1,0,0,0
21.94,48.33,166.66874426012515,574.9755616681356,2.0,,0,-1.486842133833915,0,0,0,0,0,1,0,0
21.89,48.33,150.496337126541,582.0523655798036,2.0,,0,-1.300508592303909,0,0,0,1,0,0,0,0
29.580000000000005,48.87,154.07151429884138,575.1216620470452,2.0,0.0,0,-1.004588622802259,0,0,0,0,0,0,0,1
21.95,48.06,153.67473450546254,575.4094607841181,2.0,2.0,0,-0.8251614442596201,0,0,0,0,0,0,1,0
21.29,46.26,166.66874426012515,589.4145081404034,1.0,3.0,2,-0.0014301662467731215,1,0,0,0,0,0,1,0
22.26,47.7,147.84875858475007,570.3926094258121,2.0,3.0,1,-1.783096462458839,1,0,0,0,1,0,0,0
22.33,51.39,119.44676451717626,594.0270495912439,1.0,2.0,1,0.09238914745717099,0,0,0,1,0,0,0,0
21.89,48.25,146.9139258738758,579.407221034948,2.0,2.0,0,-1.1233197040689198,1,0,0,0,0,1,0,0
21.55,51.39,143.58687681551626,578.394720831628,2.0,1.0,0,-0.9763074502410812,1,0,0,0,0,0,0,0
22.2,47.83,146.32328665187805,577.2404747423315,2.0,2.0,0,-1.230246349922233,1,0,0,0,0,0,0,0
22.11,51.58,123.19954541213647,540.4839306971377,3.5,,1,-3.827519075163998,1,0,0,1,0,0,0,0
29.580000000000005,46.58,149.6475496153408,580.5997412603133,2.0,3.0,0,-0.8726447057263577,1,0,0,1,0,0,0,0
18.15,42.15250000000002,71.74619324288244,625.1330637190815,1.0,3.0,0,2.8989031797239506,0,1,0,0,0,0,0,0
17.6,48.66,112.8840151330894,593.0734578995881,1.0,,1,0.4148163628428171,0,1,0,0,0,0,1,0
19.07,54.8,117.31492963931726,576.4017461093457,1.0,3.0,0,-0.44208551196947454,0,0,0,0,0,0,0,0
29.580000000000005,48.47,145.59849338480154,578.3410825268767,2.0,0.0,0,-0.9663301727586205,1,0,0,0,1,0,0,0
22.29,48.06,156.22418278869108,564.5293400415081,2.0,2.0,0,-1.0127429631655473,1,0,0,0,0,0,0,1
22.29,47.52,151.4376046432559,574.0270596816381,2.0,1.0,0,-1.1861092201639514,1,0,0,1,0,0,0,0
20.91,57.43,133.6587237198267,557.723998666916,1.0,0.0,0,-1.4636320783758887,0,0,1,0,0,1,0,0
