Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,CO_GasSensor,Ambient Light Level,Activity Level,CO2_Average,CO2_Divergence,MetalOxide_PCA,Time of Day_evening,Time of Day_morning,Time of Day_night,HVAC Operation Mode_eco_mode,HVAC Operation Mode_heating_active,HVAC Operation Mode_maintenance_mode,HVAC Operation Mode_off,HVAC Operation Mode_ventilation_only
29.525,44.88,113.74992805883984,586.1752235837205,2.0,4,0,349.96257582128015,472.42529552488065,-1.191222185740768,0,0,1,0,0,0,0,1
29.525,54.74,119.89069305889376,580.9089681518888,1.0,3,0,350.39983060539123,461.018275092995,0.8573983241856409,0,1,0,0,0,1,0,0
22.16,47.03,95.61819004054404,597.5127602250418,1.0,0,0,346.5654751327929,501.89457018449775,0.631632378735705,0,0,0,1,0,0,0,0
19.69,59.18,128.90432718951354,549.8850306489744,1.0,4,2,339.394678919244,420.98070345946087,0.6328612522091522,0,1,0,0,0,0,0,1
20.0,55.71,114.71987401595038,600.7995586648887,1.0,1,0,357.7597163404195,486.07968464893827,-1.014189214564808,0,0,1,0,0,0,0,0
20.09,55.32,109.45688217190477,598.1968508438333,1.0,3,1,353.82686650786906,488.7399686719285,-1.1530882818317478,0,0,1,0,0,0,0,1
20.36,53.35,94.9660190423587,607.5361216774157,1.0,3,1,351.2510703598872,512.5701026350571,-0.5978275223961333,0,0,1,0,1,0,0,0
22.06,52.86,123.70060235947136,546.7040892684806,3.0,2,0,335.20234581397597,423.00348690900927,-1.4055322454180483,0,0,1,0,0,0,0,1
19.91,55.65,105.35160312570422,601.9349077487942,1.0,3,1,353.6432554372492,496.58330462309,-1.2218175176624222,0,0,1,0,0,1,0,0
19.79,55.89,166.35999806632248,599.9882255215997,1.0,3,0,383.17411179396106,433.6282274552772,-1.066965053538235,0,0,1,0,0,1,0,0
19.66,56.2,110.86973487627202,600.8939295875615,1.0,4,2,355.88183223191675,490.0241947112895,-1.3490355213518277,0,0,1,1,0,0,0,0
19.64,56.24,166.35999806632248,596.1871302443391,1.0,4,0,381.27356415533075,429.8271321780166,-1.1424350577229057,0,0,1,0,0,0,0,0
19.63,56.22,109.57654373266286,602.8490156109438,1.0,3,1,356.21277967180333,493.2724718782809,-1.0611078329017845,0,0,1,0,1,0,0,0
19.57,56.41,108.59281818601316,604.7166172803347,1.0,4,1,356.6547177331739,496.12379909432156,-1.168858645796483,0,0,1,1,0,0,0,0
22.85,51.39,119.35757368869628,551.3918187952029,2.0,2,0,335.37469624194955,432.0342451065066,-0.5189875634940464,0,0,0,0,0,0,1,0
19.53,51.39,112.32010695161443,598.7339011354611,1.0,4,2,355.5270040435378,486.4137941838467,-1.0719140132658922,0,0,1,1,0,0,0,0
19.57,56.19,106.34715550945134,598.2647366337278,1.0,1,2,352.3059460715896,491.91758112427647,-0.7368665176834064,0,0,1,1,0,0,0,0
18.59,42.125,76.00401592757366,576.6934983574733,1.0,1,0,326.3487571425235,500.68948242989967,2.2427094104169596,0,0,0,0,0,0,0,0
19.65,51.39,110.75198692499384,603.6204968327747,1.0,4,1,357.1862418788843,492.8685099077809,0.3169903769798536,0,0,1,0,0,0,0,1
29.525,51.39,103.62933279616576,600.4305000532551,1.0,2,0,352.0299164247104,496.80116725708933,-0.924089912790897,0,0,1,1,0,0,0,0
19.58,51.39,110.39226334452218,598.3849678703525,1.0,2,0,354.3886156074374,487.99270452583033,-0.8304186657393164,0,0,1,0,1,0,0,0
19.47,56.27,109.77481659397144,604.5680550874446,1.0,4,2,357.171435840708,494.79323849347315,-0.991615716646352,0,0,1,0,0,1,0,0
19.56,55.91,111.59304279535364,600.3238341910509,1.0,4,0,355.95843849320227,488.7307913956972,-0.6376416234907748,0,0,1,0,0,0,0,1
29.525,45.18,117.57928244778114,593.4312972703124,2.0,3,0,355.50528985904674,475.85201482253126,-1.701817452930466,1,0,0,0,0,0,1,0
19.67,51.39,106.0778314704234,605.6834260770387,1.0,4,1,355.880628773731,499.6055946066153,-1.0745718164512337,0,0,1,0,0,1,0,0
19.49,55.99,108.79104163583072,597.6094841063506,1.0,4,0,353.2002628710907,488.81844247051987,-0.8907862305381975,0,0,1,1,0,0,0,0
29.525,56.46,105.79843551099272,598.7606147595568,1.0,4,1,352.27952513527475,492.9621792485641,-0.790845203198455,0,0,1,0,0,0,0,1
19.36,56.44,115.90672203189202,601.9636122939846,1.0,4,1,358.93516716293834,486.0568902620926,-0.3030192544479822,0,0,1,0,1,0,0,0
19.4,51.39,109.17479304753545,599.8349715078131,1.0,2,1,354.50488227767426,490.6601784602776,-0.4727134461210794,0,0,1,0,1,0,0,0
19.02,53.37,122.09302028374864,586.7908166049986,1.0,3,1,354.4419184443736,464.69779632124994,0.2133314622217396,0,0,1,0,0,0,0,1
24.46,47.39,112.40310240429172,583.0696602833707,1.0,4,1,347.7363813438312,470.666557879079,0.039028200160363166,1,0,0,0,0,0,0,1
19.29,56.53,111.30189345119896,601.9093943698614,1.0,3,2,356.60564391053015,490.6075009186624,-0.5271222078837332,0,0,1,1,0,0,0,0
18.18,51.39,125.92863354026268,586.6407822069328,1.0,1,0,356.28470787359777,460.71214866667015,0.5196444585679655,0,0,1,0,1,0,0,0
29.525,55.81,126.9786473549742,563.8051220639305,1.0,3,0,345.39188470945237,436.8264747089563,-0.5560888938901929,0,1,0,1,0,0,0,0
16.87,49.52,114.71705640905304,585.9581356761288,2.0,4,1,350.3375960425909,471.24107926707575,1.4617726322208482,0,1,0,0,0,0,0,0
19.24,56.35,54.84060484855865,604.7879423580806,1.0,4,1,329.81427360331963,549.947337509522,-0.2666797948070945,0,0,1,0,0,0,1,0
19.22,56.38,111.77315839847526,595.5540087509867,1.0,4,2,353.663583574731,483.7808503525114,-0.3331843526426415,0,1,0,0,0,0,0,0
18.3,51.39,94.0500283133934,567.380116428336,2.0,4,2,330.71507237086473,473.3300881149426,0.05264429755035481,0,1,0,0,0,1,0,0
16.19,48.71,61.2392107238746,613.6171859137887,0.0,4,1,337.4281983188317,552.3779751899141,4.264620665533716,0,1,0,0,0,0,1,0
29.525,56.57,101.62770207077024,598.6841692854489,1.0,4,0,350.1559356781096,497.05646721467866,-0.49244759172850405,0,1,0,0,0,0,0,0
19.06,56.83,115.96665358488002,595.7969605145901,1.0,3,2,355.881807049735,479.83030692971005,-0.3493901620878457,0,1,0,0,0,0,0,1
19.07,56.8,111.98906611850582,596.4173312373352,1.0,3,0,354.2031986779205,484.4282651188294,-0.2739940995340922,0,1,0,0,1,0,0,0
20.48,57.1,127.91229423612944,549.5430032290777,1.0,2,0,338.7276487326036,421.63070899294826,-0.9694548857293221,0,0,1,0,1,0,0,0
22.93,48.58,110.76995695055678,581.3952167573015,1.0,1,1,346.0825868539291,470.6252598067447,-0.36756961983170067,0,0,0,0,0,0,0,1
19.0,55.08,97.65103408434383,577.5117948186562,1.0,3,1,337.5814144515,479.86076073431235,1.0014264929656898,0,1,0,1,0,0,0,0
23.18,51.39,113.52432895220296,587.4620927484008,1.0,0,0,350.49321085030186,473.9377637961978,0.49711758932330546,1,0,0,0,0,0,0,0
18.95,56.99,113.04016152320862,604.9524146775018,1.0,2,2,358.99628810035523,491.9122531542932,-0.18944912733185806,0,1,0,0,0,0,0,0
18.99,56.83,107.7971822493902,599.9314806286409,1.0,4,0,353.86433143901553,492.1342983792507,-0.09249136834827573,0,1,0,0,0,0,1,0
18.89,57.03,106.6669371051916,602.0688534218634,1.0,4,1,354.3678952635275,495.4019163166718,-0.37658707408931424,0,1,0,0,0,0,0,0
18.92,56.92,110.50529051176058,600.6900460828372,1.0,4,0,355.59766829729887,490.1847555710766,0.18282802347393284,0,1,0,0,0,0,0,1
18.96,56.72,110.74806196307364,603.4608119088314,1.0,3,2,357.1044369359525,492.71274994575776,-0.13360693900461676,0,1,0,0,1,0,0,0
18.95,56.76,108.85407635849614,602.5761064792799,1.0,2,2,355.71509141888805,493.72203012078376,0.45433439070941956,0,1,0,1,0,0,0,0
18.99,56.66,109.35608064509174,600.3996665573544,1.0,2,0,354.8778736012231,491.04358591226264,0.08145987404793413,0,1,0,0,0,0,0,0
20.14,57.45,131.41602898842916,558.7275934723416,1.0,0,0,345.0718112303854,427.31156448391243,-0.41148322366360374,0,1,0,1,0,0,0,0
23.52,52.05,140.27218167378183,556.892477898803,2.0,2,0,348.5823297862924,416.6202962250212,-2.998983498524497,1,0,0,1,0,0,0,0
19.0,56.33,111.39350651035448,596.3696631890667,1.0,4,0,353.88158484971063,484.97615667871224,0.04045640478907621,0,1,0,0,0,1,0,0
19.78,56.16,138.30075015566683,561.8379953984503,2.0,1,1,350.06937277705856,423.53724524278346,-0.45812842963484207,0,1,0,1,0,0,0,0
19.07,55.99,105.34889846980468,604.74224811543,1.0,3,2,355.04557329261735,499.39334964562534,0.058561363172594166,0,1,0,0,0,1,0,0
17.59,47.27,78.56592521008531,617.4625069550267,0.0,3,1,348.014216082556,538.8965817449414,2.809902059782692,0,1,0,1,0,0,0,0
19.14,55.72,111.23324819211062,597.8525935580037,1.0,4,2,354.5429208750572,486.6193453658931,0.2644681401855365,0,1,0,0,1,0,0,0
19.44,54.71,109.755823819899,605.3138430964661,1.0,3,1,357.53483345818256,495.55801927656717,0.012174676494435282,0,1,0,0,0,1,0,0
19.08,42.125,102.74579578870318,602.03634984476,1.0,2,1,352.3910728167316,499.29055405605686,0.159494306356872,0,1,0,0,0,1,0,0
18.54,51.9,138.54786667021366,575.5589889677872,2.0,4,2,357.05342781900043,437.0111222975735,-0.14029656187509582,0,0,0,0,1,0,0,0
23.37,51.39,120.31933331319443,566.7013768379065,3.0,4,0,343.5103550755505,446.3820435247121,-3.6767397734482437,0,0,1,0,0,0,0,1
13.182956107287463,56.13,112.95075028990794,601.3749525989272,1.0,2,1,357.1628514444176,488.4242023090192,0.4442214322722146,0,1,0,0,0,0,0,0
18.85,48.71,97.70269392020168,603.9166777265633,1.0,4,1,350.8096858233825,506.2139838063616,1.9384149064876455,0,1,0,0,0,1,0,0
20.97,58.16,123.8297368319822,541.0022584657124,1.0,4,0,332.41599764884734,417.17252163373024,-0.45419897337373505,0,0,1,1,0,0,0,0
18.54,42.38,69.1162375511374,624.4047248287675,1.0,4,1,346.76048118995243,555.2884872776301,3.9759353923555096,0,1,0,0,0,0,0,1
18.46,42.125,67.50260584316973,624.8872785179719,0.0,4,1,346.1949421805708,557.3846726748022,2.119465351946927,0,1,0,0,1,0,0,0
18.19,42.125,61.16285520153514,621.3067304690372,0.0,4,1,341.23479283528616,560.1438752675022,2.2942210197257924,0,1,0,0,0,0,0,1
17.67,47.21,94.96436677512988,598.3614306708753,2.0,3,2,346.66289872300257,503.3970638957454,-0.3117794522034877,0,0,0,0,1,0,0,0
17.99,51.39,58.97682830304943,635.2619290541048,0.0,2,1,347.1193786785771,576.2851007510554,4.448544279875898,0,1,0,0,0,0,0,0
23.15,50.28,114.55800263981774,575.2610089830197,1.0,3,0,344.90950581141874,460.70300634320193,0.30014093754846194,0,0,1,0,0,0,0,1
21.35,45.98,166.35999806632248,594.4843443382915,1.0,2,0,380.422171202307,428.12434627196905,-0.0113362907127605,0,0,0,1,0,0,0,0
20.42,55.58,137.1010570131359,554.8994140757983,2.0,4,0,346.0002355444671,417.7983570626624,-3.439134809138096,0,0,1,0,0,0,0,1
17.73,51.39,54.84060484855865,628.9727940300107,0.0,4,1,341.9066994392847,574.1321891814521,4.374032232485688,0,1,0,1,0,0,0,0
17.69,51.39,56.889643295317214,629.6086433682956,1.0,4,1,343.2491433318064,572.7190000729784,4.40758512150382,0,1,0,0,1,0,0,0
17.7,42.125,59.14527866595775,633.1448244492393,0.0,1,1,346.14505155759855,573.9995457832815,4.430634475472482,0,1,0,0,0,1,0,0
29.525,42.68,57.33259068525363,628.9055801161893,0.0,4,0,343.1190854007215,571.5729894309356,3.2779495947653245,0,1,0,0,1,0,0,0
18.87,43.28,62.82165567893173,631.3834365820103,0.0,3,0,347.102546130471,568.5617809030786,3.276202617558061,0,1,0,0,0,0,0,1
18.94,51.39,67.16364887354092,624.6467929950113,0.0,0,1,345.90522093427614,557.4831441214703,2.2025687768559004,0,1,0,0,1,0,0,0
20.88,54.78,139.77780380393818,570.5988719550234,2.0,4,0,355.18833787948074,430.82106815108517,-1.2813653279965393,0,0,1,0,0,1,0,0
19.34,44.4,68.16225307625433,624.4840309026516,0.0,1,1,346.323141989453,556.3217778263972,3.8625230663502172,0,1,0,0,1,0,0,0
19.5,44.63,70.17546985241394,623.6726458324306,0.0,3,0,346.92405784242226,553.4971759800167,3.389035185250224,0,1,0,0,1,0,0,0
19.25,45.55,65.94763939790548,619.8203260192877,0.0,3,1,342.8839827085966,553.8726866213822,3.15439084881535,0,1,0,0,0,0,1,0
18.94,51.39,75.58576391894076,623.8286964302532,0.0,3,1,349.707230174597,548.2429325113125,2.970782503881215,0,1,0,1,0,0,0,0
20.36,51.39,113.57934981244684,547.0401327821108,1.0,3,1,330.30974129727883,433.460782969664,-0.19605665575791972,0,0,1,0,0,0,1,0
19.55,46.12,75.34336058138766,617.8717506114192,1.0,4,0,346.6075555964034,542.5283900300316,3.1611805003406954,0,1,0,0,0,0,1,0
19.47,51.39,75.34366008494054,622.885273088361,0.0,4,1,349.1144665866508,547.5416130034205,2.8079961202700288,0,1,0,0,0,1,0,0
19.18,47.81,84.38556868054884,618.6834372128911,0.0,3,1,351.53450294672,534.2978685323422,2.8068238283535756,0,1,0,0,0,0,0,1
29.525,47.16,98.88645758146124,594.556870418595,1.0,3,1,346.72166400002817,495.6704128371338,-0.29804947805898296,0,0,0,0,0,0,1,0
24.51,47.8,116.48694873158574,574.2946954030042,2.0,3,0,345.39082206729495,457.80774667141844,-0.9230029980267287,1,0,0,0,1,0,0,0
19.5,47.85,81.40618993940076,613.9146341245089,0.0,2,1,347.6604120319548,532.5084441851081,2.5918319001182395,0,1,0,1,0,0,0,0
19.4,48.38,80.92751385407789,613.6825713635415,0.0,4,0,347.3050426088097,532.7550575094635,1.693225107383752,0,1,0,1,0,0,0,0
19.27,48.73,79.68987839326611,612.1042171231536,0.0,3,1,345.89704775820985,532.4143387298875,2.4373640757174044,0,1,0,0,0,1,0,0
23.03,43.75,166.35999806632248,600.2820742195904,1.0,4,1,383.3210361429565,433.92207615326794,1.2187772495444742,1,0,0,0,1,0,0,0
19.02,50.12,79.58507108385548,614.2399969699824,0.0,4,1,346.91253402691893,534.6549258861269,2.884104929971692,0,1,0,0,0,0,0,1
17.1,44.91,58.769066620943974,571.8928789658228,0.0,4,0,315.33097279338335,513.1238123448788,4.273930576593035,0,0,0,0,0,0,0,1
24.84,44.6,96.52994596122768,601.4410143506412,1.0,4,1,348.98548015593445,504.9110683894136,-0.07532557588743498,1,0,0,1,0,0,0,0
18.95,50.41,81.72346427001251,619.3583273021042,0.0,4,1,350.54089578605834,537.6348630320916,2.3728378995367976,0,1,0,1,0,0,0,0
20.88,51.98,104.01039130989584,554.8826581514456,1.0,1,0,329.4465247306707,450.8722668415498,0.7199346006355087,0,0,1,0,0,0,1,0
29.525,51.39,89.09957612238965,619.6801850277228,1.0,3,1,354.3898805750562,530.5806089053332,1.516096939759424,0,1,0,1,0,0,0,0
19.67,48.91,82.01884659504863,615.9018811049385,0.0,4,1,348.9603638499936,533.8830345098899,2.2376502239237874,0,1,0,0,0,0,0,1
19.62,49.64,93.19895033962584,610.7956116076449,0.0,4,0,351.9972809736354,517.596661268019,2.15832895729362,0,1,0,0,0,0,0,0
19.47,52.37,137.31740430739143,582.4436710827458,1.0,4,1,359.8805376950686,445.1262667753544,0.014132306480395302,0,0,1,0,1,0,0,0
29.525,48.95,87.4991221723841,613.028089618362,0.0,4,1,350.263605895373,525.5289674459779,2.1631088893346284,0,1,0,0,0,1,0,0
19.54,51.39,91.63321694937416,608.8176206666836,0.0,1,1,350.2254188080289,517.1844037173095,2.337502114094888,0,1,0,0,0,0,0,1
19.5,50.25,87.39395051846168,608.6903724879534,0.0,1,1,348.0421615032075,521.2964219694917,1.9031241906278529,0,1,0,1,0,0,0,0
18.74,53.7,79.1194242642644,612.5222419115079,1.0,4,1,345.8208330878861,533.4028176472435,2.2873964093898786,0,0,0,0,0,0,0,1
19.43,50.49,89.30022746483935,614.9205813977762,0.0,3,0,352.1104044313078,525.6203539329368,1.2741422825969322,0,0,0,1,0,0,0,0
19.65,49.95,88.5038639575707,607.7717730124473,0.0,4,0,348.137818485009,519.2679090548766,2.157934129434035,0,0,0,0,0,0,0,1
29.525,50.79,95.3390490172102,611.4968285377547,0.0,4,1,353.41793877748245,516.1577795205445,1.4301369358192477,0,0,0,0,0,1,0,0
19.67,59.23,136.341747033599,544.8441380128991,2.0,4,0,340.592942523249,408.50239097930006,-2.1224142353880042,0,1,0,0,0,0,0,1
29.525,50.61,89.60271206056343,613.2120426226903,0.0,0,1,351.4073773416269,523.6093305621268,2.018458340028017,0,0,0,0,0,1,0,0
29.525,51.39,108.9940055916043,586.2783344733361,1.0,4,1,347.6361700324702,477.2843288817318,-0.15300348025842636,1,0,0,0,0,0,0,0
18.63,52.13,82.86536260303951,580.5696952988394,0.0,3,2,331.7175289509395,497.7043326957999,-0.8867558550216363,0,0,0,0,0,0,0,1
19.09,51.03,85.8652288480096,609.0244241570728,1.0,2,1,347.44482650254116,523.1591953090632,0.6219176073272286,0,0,0,0,0,1,0,0
19.37,51.39,93.72453905939318,608.1744751041898,1.0,3,1,350.94950708179147,514.4499360447967,1.2826518481576608,0,0,0,0,0,0,0,0
22.63,46.47,126.7236952950216,576.7895704040009,2.0,4,0,351.7566328495112,450.0658751089793,-0.8916333048628926,1,0,0,0,1,0,0,0
18.66,52.24,91.40702236517689,614.3232911786517,0.0,3,0,352.8651567719143,522.9162688134749,0.788729731658946,0,0,0,0,0,0,1,0
19.09,51.73,88.07549205607981,609.4483428349686,0.0,4,1,348.7619174455242,521.3728507788887,1.3522415883439873,0,0,0,0,0,0,0,0
20.42,49.1,86.21041805930852,616.63059032788,0.0,4,1,351.42050419359424,530.4201722685715,1.2575475184600051,0,0,0,0,0,1,0,0
23.57,51.39,113.65218834111296,556.6142546391051,2.0,4,0,335.133221490109,442.9620662979921,-1.9266160302032078,0,0,0,0,1,0,0,0
21.17,47.65,96.495769274764,607.8963221789248,1.0,0,0,352.19604572684443,511.4005529041608,1.3759982454568374,0,0,0,0,0,1,0,0
21.52,47.3,90.90135589490592,616.6675893630438,1.0,4,1,353.78447262897487,525.7662334681379,1.4292835953890062,0,0,0,0,0,0,0,1
21.79,47.04,90.1574867125184,606.97306683123,1.0,4,1,348.5652767718742,516.8155801187115,1.4132276997138506,0,0,0,0,0,0,0,1
20.16,57.27,124.70825392886005,547.7430554553744,2.0,4,0,336.2256546921172,423.03480152651434,-0.5326973123593515,0,1,0,0,0,0,1,0
17.49,50.67,95.46565949024422,597.1023885660187,0.0,0,2,346.28402402813145,501.6367290757745,1.201675839320999,0,0,0,1,0,0,0,0
21.23,51.39,126.9586384408533,576.9590991553804,1.0,3,1,351.95886879811684,450.0004607145271,0.6065197113456865,0,0,1,0,0,0,1,0
22.92,45.82,93.1365302843004,612.1885821743313,1.0,4,0,352.66255622931584,519.0520518900308,1.3053099949287197,0,0,0,0,0,0,0,0
23.19,51.39,89.55855910237037,603.6834985471029,1.0,3,0,346.62102882473664,514.1249394447325,0.7674536529566773,0,0,0,0,0,0,0,0
22.06,52.52,108.76508073835709,551.5020201333267,1.0,3,0,330.1335504358419,442.7369393949696,-1.044084830387342,0,0,1,0,0,1,0,0
23.63,44.66,89.18073252150126,605.1995098908616,1.0,2,0,347.1901212061814,516.0187773693604,1.5498255534342134,0,0,0,0,1,0,0,0
23.08,46.03,94.39929415106948,607.7851166869974,1.0,4,0,351.09220541903346,513.3858225359279,1.1986954077208092,0,0,0,0,0,1,0,0
21.29,46.73,95.63918627118886,607.4893311942129,1.0,4,1,351.56425873270086,511.85014492302406,0.8161980840280035,0,0,0,0,0,1,0,0
23.62,51.39,128.34381654438258,588.7124904940629,1.0,3,1,358.5281535192227,460.3686739496803,-0.5368772414438132,0,0,0,0,0,0,1,0
15.58,51.39,74.81222645785233,596.8514306347904,1.0,2,1,335.8318285463214,522.039204176938,2.929738162992756,0,0,0,1,0,0,0,0
23.34,51.39,101.78266188203652,605.5380730744034,1.0,3,2,353.66036747822,503.7554111923669,1.102182064798621,0,0,0,0,0,0,0,0
18.14,52.02,120.1160902970995,585.1537327472499,1.0,2,0,352.6349115221747,465.03764245015043,1.54323188575864,0,0,1,0,0,0,1,0
21.54,53.58,125.89886077855276,554.4527040833461,3.0,0,0,340.1757824309494,428.55384330479336,-1.7601680746745265,0,0,1,1,0,0,0,0
23.78,44.42,166.35999806632248,611.9420685249611,1.0,4,1,389.1510332956418,445.5820704586386,1.4253424461192161,0,0,0,0,0,0,0,1
23.53,44.44,82.2717348680653,607.5774782718709,1.0,1,1,344.9246065699681,525.3057434038055,1.3495512569538417,0,0,0,0,0,0,0,0
22.33,50.81,117.62249747809932,547.0658479048905,3.5,4,0,332.3441726914949,429.44335042679114,-3.8375363235075044,1,0,0,0,0,0,1,0
23.44,51.39,92.53131693494556,599.8877771410382,2.0,3,0,346.2095470379919,507.35646020609266,0.7345549216322349,0,0,0,0,0,1,0,0
24.34,49.39,114.37368469099324,545.0068954799458,2.0,3,0,329.69029008546954,430.63321078895257,-1.4152938750769668,1,0,0,0,0,0,0,0
20.24,51.39,110.20697922943224,599.3846680814879,2.0,2,0,354.7958236554601,489.17768885205567,-1.7521131270983565,0,0,1,0,0,1,0,0
24.3,51.39,91.3780909027607,610.7964239199536,1.0,3,2,351.08725741135714,519.4183330171928,0.8124400154550736,0,0,0,0,0,0,1,0
24.84,43.3,91.45587051911116,612.057653729498,1.0,3,0,351.7567621243046,520.6017832103869,0.982103797546586,0,0,0,0,0,0,0,1
29.525,42.125,97.07150824223795,606.2099511760583,1.0,2,1,351.64072970914816,509.1384429338204,0.8243471516736322,0,0,0,0,0,1,0,0
23.89,51.55,128.1990276200284,564.2598017406796,2.0,3,0,346.229414680354,436.06077412065116,-3.0978469207830477,1,0,0,0,0,1,0,0
24.8,43.77,91.01938158938133,612.1233809560484,1.0,2,0,351.57138127271486,521.1039993666672,1.2301830355598704,0,0,0,0,0,0,1,0
29.525,43.52,91.38644465121376,613.7670390675255,1.0,3,1,352.57674185936963,522.3805944163117,0.8381882921227306,0,0,0,1,0,0,0,0
25.17,51.39,54.84060484855865,609.7123065955,1.0,3,2,332.2764557220293,554.8717017469413,0.49089172939026443,0,0,0,0,1,0,0,0
25.17,43.3,89.32653206404713,608.4967867101946,1.0,4,0,348.91165938712084,519.1702546461474,0.6360404702071847,0,0,0,0,1,0,0,0
25.2,43.1,93.33988709443176,613.1919765777085,1.0,4,0,353.26593183607014,519.8520894832767,0.5941276370104415,0,0,0,0,0,1,0,0
16.09,45.99,69.51000723279238,606.5081725427833,0.0,1,0,338.00908988778787,536.9981653099909,4.316180784306335,0,0,0,0,1,0,0,0
24.22,49.52,109.89517536345676,551.728939437581,1.0,4,0,330.8120574005188,441.8337640741242,-0.2678704200868255,1,0,0,1,0,0,0,0
18.99,55.92,118.63715966479346,600.6951596453886,1.0,3,2,359.666159655091,482.0579999805951,0.764512368597359,0,1,0,0,0,0,0,1
24.77,43.77,99.51000149789324,608.3512759632727,1.0,4,0,353.9306387305829,508.8412744653794,-0.7730280274353227,0,0,0,1,0,0,0,0
22.71,49.44,105.03781241893434,535.0293961242764,1.0,4,2,320.0336042716054,429.9915837053421,2.336897856040439,0,0,0,1,0,0,0,0
29.525,44.03,96.41006112939412,604.1247296092115,1.0,4,1,350.2673953693028,507.71466847981736,0.5084366417865798,0,0,0,0,0,1,0,0
24.3,44.81,93.64898454438492,604.1636166097044,1.0,3,0,348.90630057704465,510.51463206531946,0.8190990904567883,0,0,0,1,0,0,0,0
16.35,42.125,112.50347776740468,580.073549412759,1.0,0,1,346.28851359008183,467.57007164535435,1.5937489490053296,0,1,0,0,0,0,0,0
23.98,51.39,100.07282797872786,604.9655750571128,1.0,3,1,352.51920151792035,504.89274707838496,1.4692494807102012,0,0,0,0,0,0,0,1
24.26,44.44,93.14760078521267,609.0067357236538,1.0,1,1,351.0771682544333,515.8591349384411,0.9736724918479231,0,0,0,0,0,0,0,0
24.33,44.6,99.28907457749013,601.8480243109432,1.0,4,2,350.56854944421667,502.55894973345306,0.8949365867073007,0,0,0,0,0,0,0,0
21.98,48.09,113.11683980749122,584.1246164403011,1.0,3,0,348.6207281238962,471.0077766328099,-1.0582076838835683,1,0,0,0,0,0,0,0
21.21,51.57,103.8838894962329,555.2796252310536,1.0,4,1,329.58175736364325,451.39573573482073,1.037297028293565,0,0,1,0,0,1,0,0
24.64,44.67,96.66851615310014,605.0410488311855,1.0,3,0,350.8547824921428,508.3725326780854,0.7052815205762802,0,0,0,0,0,0,0,1
24.81,43.99,96.33479436113504,607.4904702174179,1.0,4,0,351.9126322892764,511.1556758562828,0.700915571140464,0,0,0,0,0,1,0,0
25.15,43.3,98.21902066683484,602.0005752634955,1.0,2,1,350.10979796516517,503.7815545966607,0.2973921511633014,0,0,0,0,0,1,0,0
18.16,54.02,85.87803754304133,592.7449179523691,1.0,3,1,339.3114777477052,506.86688040932773,1.875387730069417,0,0,0,0,1,0,0,0
20.43,42.125,102.27528220710376,555.7948924641867,2.0,4,0,329.0350873356452,453.5196102570829,-1.4678010031612507,0,1,0,0,0,1,0,0
24.67,44.45,97.5032162126778,607.0331518094201,1.0,4,1,352.26818401104896,509.52993559674235,0.012094966745014315,0,0,0,0,0,0,1,0
20.18,51.39,73.77495588646023,562.2999476209287,1.0,3,0,318.0374517536945,488.5249917344685,2.2336494699955964,0,0,0,1,0,0,0,0
24.36,45.07,98.82798951176616,606.7729899737751,1.0,4,1,352.80048974277065,507.9450004620089,-0.04876543669005158,0,0,0,1,0,0,0,0
25.17,46.88,121.2143271401169,576.3825178364482,1.0,3,1,348.79842248828254,455.1681906963313,-0.3408161727624549,1,0,0,0,1,0,0,0
19.13,48.32,119.09886435357092,584.1727152805096,2.0,1,0,351.63578981704023,465.0738509269387,-0.06021834246566103,0,0,1,0,0,0,0,0
29.525,44.91,101.9709137411639,612.0389634376052,1.0,2,2,357.00493858938455,510.0680496964413,-0.2599079116078488,0,0,0,0,1,0,0,0
23.7,46.37,96.20664247526948,606.3180061979233,1.0,3,1,351.2623243365964,510.11136372265383,0.18891950883206327,0,0,0,0,1,0,0,0
23.67,51.39,99.15604960379666,604.3137958351027,1.0,2,1,351.7349227194497,505.1577462313061,-0.25359899415062886,1,0,0,0,0,0,0,1
24.2,45.75,105.78310551960688,601.6532784746221,1.0,4,1,353.7181919971145,495.8701729550152,0.17071568020920436,1,0,0,0,0,1,0,0
21.15,52.19,125.3202360825798,571.7163245728946,1.0,4,0,348.51828032773716,446.39608849031475,-0.788024890325125,0,0,1,1,0,0,0,0
25.29,44.34,99.37813883015198,600.0298496986895,1.0,2,2,349.70399426442077,500.6517108685375,-0.1609496156747041,1,0,0,0,0,0,1,0
18.95,50.67,118.53007100064674,583.2139909852242,1.0,4,1,350.8720309929355,464.68391998457747,1.501341764343434,0,0,1,0,0,1,0,0
19.9,58.34,129.67485209127042,548.7539506468999,2.0,2,0,339.2144013690851,419.07909855562946,0.18021808015331714,0,1,0,0,0,0,0,1
24.88,47.32,98.74013142099624,601.6053067798142,1.0,1,0,350.17271910040523,502.86517535881796,-1.1290886545987937,1,0,0,0,1,0,0,0
24.55,42.125,99.43551840854376,599.4279474753387,1.0,4,1,349.4317329419412,499.9924290667949,-0.8002447324912685,1,0,0,0,1,0,0,0
24.54,46.42,107.7283282638726,598.5544281844235,1.0,4,1,353.14137822414807,490.8260999205509,-0.5216191772165717,1,0,0,0,1,0,0,0
